Date,Ret,sigma,VaR,Exception
1995-05-04,0.00011527436655693111,0.009027196466725843,0.014848416849497524,False
1995-05-05,-0.0008068217961157289,0.007252684033609976,0.011929603637816406,False
1995-05-08,0.0073829636178473846,0.006426581894041917,0.010570786537315512,False
1995-05-09,-0.0007634628277038982,0.007636991727723307,0.012561733542344076,False
1995-05-10,0.0015279757870269408,0.006600197516396001,0.010856358823440066,False
1995-05-11,1.9089938756633663e-05,0.006193458396120234,0.010187332506231418,False
1995-05-12,0.0022503061030407882,0.005945058160530777,0.009778750477786499,False
1995-05-15,0.004167066977461427,0.006013571121703848,0.009891444270465212,False
1995-05-16,0.0008527153684144752,0.0064351374446996856,0.010584859165845511,False
1995-05-17,-0.002120439606503388,0.006070852244346134,0.009985663332799228,False
1995-05-18,-0.014210616996842384,0.006044882500016381,0.009942946904647431,True
1995-05-19,-0.0007506351038132057,0.010742108542924894,0.017669196197936415,False
1995-05-22,0.008590346468189684,0.008147548073059934,0.013401523998734116,False
1995-05-23,0.009433787403015441,0.008721848245558085,0.014346163720426557,False
1995-05-24,3.775704985060977e-05,0.009275062944990453,0.015256120925270756,False
1995-05-25,-3.775562430962057e-05,0.007376400700296816,0.012133099445730603,False
1995-05-26,-0.009345622784517525,0.006462591207201841,0.010630016586670645,False
1995-05-30,-0.0001336904359619247,0.008464177463685309,0.013922333000303698,False
1995-05-31,0.0187555038029651,0.006975963683088551,0.011474439165609958,False
1995-06-01,0.00016866515926516716,0.013422860979847908,0.022078641566768233,False
1995-06-02,-0.0018369229383292996,0.009595866710626478,0.01578379616271686,False
1995-06-05,0.005802643972833495,0.00762771115891182,0.01254646836507433,False
1995-06-06,-9.333084809545403e-05,0.007532666316763243,0.012390133511743211,False
1995-06-07,-0.004518687432031092,0.0065345167376602755,0.01074832355631561,False
1995-06-08,-0.0014631121727992278,0.006726617132055549,0.011064300586775483,False
1995-06-09,-0.008283975202057743,0.006241412509086593,0.010266210002871375,False
1995-06-12,0.005568820299394641,0.007939256268867764,0.013058914469144358,False
1995-06-13,0.00973851520363816,0.007590613931157503,0.012485448855452797,False
1995-06-14,0.0007834773051053627,0.008999024352081152,0.01480207784454531,False
1995-06-15,0.0012116689379432766,0.00725524020214258,0.01193380816089836,False
1995-06-16,0.005045468471156023,0.0064531124895189146,0.010614425483511035,False
1995-06-19,0.009984539262847232,0.00684395829606857,0.01125730962599301,False
1995-06-20,-0.00044017279770559213,0.008866358653915683,0.01458386218974579,False
1995-06-21,-0.0018349297895309843,0.00717791245061419,0.011806615328332885,False
1995-06-22,0.013033617523939167,0.006477326438622357,0.01065425388551665,False
1995-06-23,-0.0024678987836840327,0.010233883789701938,0.016833240869291118,False
1995-06-26,-0.010150837308183547,0.00802054616164344,0.013192624444110927,False
1995-06-27,-0.003124275420172823,0.009324562376610805,0.015337540244903528,False
1995-06-28,0.004240154544698983,0.00766051069880858,0.012600418807235855,False
1995-06-29,-0.0015787363126221507,0.007117930450053363,0.011707953717158603,False
1995-06-30,0.0016180429295423492,0.006423623346261475,0.010565920159268345,False
1995-07-03,0.004295597980725037,0.006128001299493252,0.010079665163434816,False
1995-07-05,0.0003107038907876162,0.0065116683557626,0.010710741312481247,False
1995-07-06,0.01229759141363183,0.006082708662534827,0.010005165405259553,False
1995-07-07,0.004296115530896114,0.009761764169450264,0.016056673199565198,False
1995-07-10,0.0014738519463112288,0.008093173626081918,0.013312085992408846,False
1995-07-11,-0.004325226567866383,0.006860661743638243,0.011284784352310579,False
1995-07-12,0.011013348860111993,0.006805182273062157,0.011193528743912157,False
1995-07-13,0.0001960901372079833,0.00932961647409216,0.015345853495476701,False
1995-07-14,-0.001978582887700424,0.007404868530786001,0.012179924859962178,False
1995-07-17,0.005054485567133974,0.006595358010046939,0.010848398543869157,False
1995-07-18,-0.007570282235460248,0.0069006252362827526,0.01135051844813255,False
1995-07-19,-0.01339405097111862,0.007872173823694378,0.012948573665896142,True
1995-07-20,0.004646263190905892,0.010795771804320108,0.017757464408076375,False
1995-07-21,0.00014455505145104082,0.008674939780543034,0.014269006161611824,False
1995-07-24,0.005436960419032491,0.007078855171818337,0.011643680604029583,False
1995-07-25,0.008030416901438842,0.0072019644303955065,0.011846177314511546,False
1995-07-26,0.0009089449684809257,0.0081573497477452,0.013417646318890374,False
1995-07-27,0.006427923463647196,0.006851818324000294,0.011270238221444445,False
1995-07-28,-0.004051481047190421,0.007436816910469489,0.012232475268159786,False
1995-07-31,-0.0015454763661880485,0.006977700034698772,0.011477295209853694,False
1995-08-01,-0.00430555991995716,0.006358515391903398,0.01045882710439907,False
1995-08-02,-0.001501013111080124,0.006602077376505488,0.010859450918159316,False
1995-08-03,-8.945597901477554e-05,0.006191622276754292,0.010184312358632833,False
1995-08-04,0.00034004832214753615,0.005944550068430125,0.009777914740651917,False
1995-08-07,0.00195016816849705,0.005846479569021616,0.00961660312400289,False
1995-08-08,0.0006427976739798161,0.005932435561770775,0.009757988150434558,False
1995-08-09,-0.0012134281157741207,0.005851734120557304,0.009625246092154368,False
1995-08-10,-0.004037822999710314,0.00585543166674655,0.00963132801441457,False
1995-08-11,-0.004197734235585732,0.006343188301821975,0.01043361628468803,False
1995-08-14,0.008340698465368258,0.006568318218386795,0.010803922044484956,False
1995-08-15,-0.0020902258564731136,0.008067466891365302,0.01326980217657314,False
1995-08-16,0.002506335790421261,0.006912396579315862,0.011369880584414651,False
1995-08-17,-0.0016607908426574676,0.006451757762473238,0.010612197155816424,False
1995-08-18,0.0003041714487187563,0.006144376435365548,0.010106599865066184,False
1995-08-21,-0.0019671267622597133,0.00592776119794619,0.009750299506143999,False
1995-08-22,0.002526446467357339,0.005966839716924691,0.009814577949821678,False
1995-08-23,-0.004253654766454974,0.006065842330950989,0.00997742275858051,False
1995-08-24,0.0005743744685075594,0.00647728406220206,0.010654184182508028,False
1995-08-25,0.004735683090831559,0.006075693042033318,0.00999362573643233,False
1995-08-28,-0.0018746438939322234,0.006613342279900535,0.010877980035365917,False
1995-08-29,0.0016993328331848837,0.006237005237778061,0.010258960686674576,False
1995-08-30,0.0016428267857142892,0.006059305782480733,0.009966671093121465,False
1995-08-31,0.0017115132801392473,0.005980436987828391,0.009836943470184269,False
1995-09-01,0.003488328437670568,0.005956337944525275,0.00979730407140108,False
1995-09-05,0.00945295783337503,0.006249684695997159,0.01027981653951404,False
1995-09-06,0.0017569443749109305,0.008447886613797499,0.013895536936779612,False
1995-09-07,0.0002104547829204421,0.007055597544534698,0.011605425211437804,False
1995-09-08,0.004190876733239644,0.006319042583369672,0.010393900112116411,False
1995-09-11,0.002147761428781167,0.006557247805707778,0.010785712836038025,False
1995-09-12,0.004530391737938886,0.006248531921673108,0.010277920394486068,False
1995-09-13,0.003920157431438319,0.006620229617629671,0.010889308697809727,False
1995-09-14,0.008362501222851681,0.006608935601968056,0.010870731695185872,False
1995-09-15,-0.0004455184227185013,0.008089733159830595,0.013306426929016953,False
1995-09-18,-0.0009941819214198866,0.0068012430999706015,0.011187049380765323,False
1995-09-19,0.0024537844276889364,0.00623683590926604,0.010258682166057433,False
1995-09-20,0.004399191967151192,0.006161791303725859,0.010135244774451524,False
1995-09-21,-0.00642503855258325,0.006551963431965084,0.010777020814721188,False
1995-09-22,-0.002178421955403165,0.007326918730707711,0.01205170884858326,False
1995-09-25,0.00013755178992169042,0.00658571971168461,0.01083254495385024,False
1995-09-26,-0.0006875526398225075,0.006111975936332927,0.01005330578671734,False
1995-09-27,-0.0006363753928934018,0.005927190851620679,0.009749361369921864,False
1995-09-28,0.00831271028307797,0.005849326970933189,0.009621286683364528,False
1995-09-29,-0.002492057986345556,0.007831111754106864,0.012881032571804986,False
1995-10-02,-0.004602936507382378,0.006856724124904527,0.011278307545854875,False
1995-10-03,0.0010659011739515762,0.006876094537338509,0.011310169039002456,False
1995-10-04,-0.0014940686878114544,0.006274291080243181,0.01032029043988727,False
1995-10-05,0.001995002421199832,0.006053064341423038,0.009956404836160311,False
1995-10-06,-0.00024031546401381867,0.006020618658642991,0.009903036437160635,False
1995-10-09,-0.007073074337294649,0.005875562970645258,0.009664441062647623,False
1995-10-10,-0.0014696042452893362,0.007336228480708977,0.012067022024638854,False
1995-10-11,0.0033591943704392026,0.006510913452317977,0.01070949960681236,False
1995-10-12,0.006281630935360695,0.006439757163184514,0.010592457926550775,False
1995-10-13,0.002401001642298182,0.007236832443241083,0.011903530091905184,False
1995-10-16,-0.0025149204448246137,0.006576824543740399,0.010817913704594862,False
1995-10-17,0.006431915704979923,0.006311242220765828,0.010381069657395941,False
1995-10-18,0.0011247366430051466,0.007244344497748421,0.011915886322007437,False
1995-10-19,0.005464425284405632,0.0064419115088047065,0.010596001509757856,False
1995-10-20,-0.0054008327611615396,0.006967299837845996,0.011460188408339395,False
1995-10-23,-0.004085425237668201,0.007147370468766388,0.011756378238716243,False
1995-10-24,0.0025296209022308766,0.006863690085963094,0.011289765532167262,False
1995-10-25,-0.006939010387455691,0.006434569869234506,0.010583925587283041,False
1995-10-26,-0.0098717535431539,0.007471373489774918,0.012289315782965356,False
1995-10-27,0.005167223522419043,0.009017160081544144,0.014831908464929924,False
1995-10-30,0.006123836340372518,0.007950078612613435,0.013076715640506541,False
1995-10-31,-0.0030004286326618087,0.0077641515047144885,0.012770892762730362,False
1995-11-01,0.004677508168529642,0.006907521134759041,0.011361861191752363,False
1995-11-02,0.009414262218023354,0.00691644217481226,0.01137653499684008,False
1995-11-03,0.0014414231191096046,0.008636330365779757,0.014205499325703972,False
1995-11-06,-0.003572794037947226,0.007117974509513031,0.01170802618852064,False
1995-11-07,-0.003636636168973172,0.006735886529794531,0.011079547389266104,False
1995-11-08,0.009192957660747108,0.006590820585261028,0.01084093514425303,False
1995-11-09,0.0026195060796181426,0.008436809504531663,0.013877316713427564,False
1995-11-10,-0.0009102905823704161,0.0071565792587495935,0.011771525350319952,False
1995-11-13,-0.0007085690048395586,0.006388904620703526,0.010508812937611219,False
1995-11-14,-0.005081901166609454,0.006043845540285297,0.009941241257672755,False
1995-11-15,0.007924865811989019,0.006703843326988273,0.01102684101091109,False
1995-11-16,0.005690627104192516,0.007943425293683767,0.013065771904733813,False
1995-11-17,0.004570227804272136,0.007628400677345298,0.012547602521970486,False
1995-11-20,-0.00536609222663592,0.007185526538175594,0.011819139387874187,False
1995-11-21,0.0056798427348852985,0.007222928420400916,0.01188066000950732,False
1995-11-22,-0.0030653838975307256,0.0073329750704407715,0.012061670640959235,False
1995-11-24,0.0026235744268619152,0.0067281231208397635,0.011066777717889347,False
1995-11-27,0.0022501726173892885,0.006392207240146785,0.010514245263180904,False
1995-11-28,0.008531239506887025,0.006194306747620223,0.010188727920273106,False
1995-11-29,0.0019622441692688877,0.008028735482191037,0.013206094677715911,False
1995-11-30,-0.0037357974194639648,0.006879273090169428,0.01131539729315485,False
1995-12-01,0.002659505778775735,0.006671748814468448,0.010974050235587616,False
1995-12-04,0.011038276748435777,0.006374486747361004,0.010485097646350845,False
1995-12-05,0.006518055086733128,0.009219059276679785,0.015164003088327367,False
1995-12-06,0.004047403231983912,0.008425582378936739,0.013858849735172514,False
1995-12-07,-0.006465880946275489,0.007412743388153217,0.012192877847664369,False
1995-12-08,0.0021260318356013668,0.007661759091749562,0.012602472230892689,False
1995-12-11,0.003303815615204383,0.00672971214082735,0.011069391423179229,False
1995-12-12,-0.0011944585745591108,0.006517797883262947,0.01072082348802169,False
1995-12-13,0.0047027584337243095,0.0061288961659798,0.01008113708782085,False
1995-12-14,-0.007672664808271976,0.006623573207848676,0.010894808414308498,False
1995-12-15,-0.0009400830188378552,0.007816431597598128,0.012856885863127375,False
1995-12-18,-0.015462291239442575,0.006692693299479298,0.011008500847722343,True
1995-12-19,0.008437558736466143,0.011556376490478972,0.01900854778478107,False
1995-12-20,-0.009788686726457012,0.01009439914053355,0.016603809038202442,False
1995-12-21,0.007508974461138314,0.009954200758215001,0.016373203220553044,False
1995-12-22,0.0023915576404454734,0.00906577763223598,0.014911877219518886,False
1995-12-26,0.0038401437272951137,0.007427189832627771,0.012216640134254893,False
1995-12-27,0.00037447664739337155,0.0069256004116949555,0.011391598955993062,False
1995-12-28,-0.0006672318367700076,0.006264317163806837,0.01030388480726204,False
1995-12-29,0.0029473034826035106,0.005989553167065617,0.009851938250666561,False
1996-01-02,0.0077930723532730894,0.00615016568751355,0.010116122337459161,False
1996-01-03,0.0009505373012595225,0.007708605961838195,0.012679528475069302,False
1996-01-04,-0.005826297172497162,0.006643075403334606,0.010926886671287045,False
1996-01-05,-0.0016027035466530544,0.007157546774045913,0.011773116771364235,False
1996-01-08,0.0028376383349904438,0.006443574612933704,0.010598737072616436,False
1996-01-09,-0.014568459851071774,0.006311001350424545,0.010380673460941457,True
1996-01-10,-0.017999888069573228,0.010992156485009676,0.01808048846238632,False
1996-01-11,0.007034524362870051,0.014068738034494849,0.023141014782668987,False
1996-01-12,-0.0014601270920035468,0.010907133865412201,0.017940638698168497,False
1996-01-15,-0.003306676536802952,0.008272787686936598,0.013607524831857148,False
1996-01-16,0.014370969456508814,0.0071936951793128675,0.011832575606876096,False
1996-01-17,-0.0034021546795010345,0.011104485822455329,0.018265253780496857,False
1996-01-18,0.0030839174355914776,0.008599633988591891,0.014145139156590533,False
1996-01-19,0.005902319905009803,0.007306551895040232,0.012018208385066082,False
1996-01-22,0.0025660836447650662,0.007435672958273271,0.012230593634240778,False
1996-01-23,-0.000994532077162115,0.006689514709284289,0.01100327253211149,False
1996-01-24,0.011700654804116202,0.006188334221686326,0.010178903989328672,False
1996-01-25,-0.004726099903261129,0.009491065341348814,0.015611413250351015,False
1996-01-26,0.007438804894858697,0.008060182171870746,0.013257819879291196,False
1996-01-29,0.004182581031679925,0.008253541177155821,0.013575867140438081,False
1996-01-30,0.009499941167374223,0.007365186380522231,0.012114653531175582,False
1996-01-31,0.009315235700125934,0.008820314112397623,0.014508125658628492,False
1996-02-01,0.003836360371171863,0.009264373852349902,0.015238538932472125,False
1996-02-02,-0.004103616373336555,0.007760058859921167,0.012764160961098243,False
1996-02-05,0.008791466033326657,0.007129044279535844,0.011726234339892182,False
1996-02-06,0.007639218704261668,0.008440690667349897,0.013883700658165925,False
1996-02-07,0.005569872828604786,0.008475916973482668,0.013941642775572517,False
1996-02-08,0.009447192876356553,0.007819581878034183,0.012862067613328535,False
1996-02-09,0.00045724998368959854,0.008953107035892346,0.014726550580472276,False
1996-02-12,0.007739563110285073,0.007221279752058611,0.01187794819140484,False
1996-02-13,-0.0014211232639603452,0.008051030204776958,0.01324276623302324,False
1996-02-14,-0.007463918677023483,0.006836334652124637,0.011244769847601244,False
1996-02-15,-0.006498077869264837,0.007808855319265688,0.012844423994233467,False
1996-02-16,-0.005128089056229586,0.007828237027383713,0.012876304067127918,False
1996-02-20,-0.01131200997907362,0.0074183176617215055,0.012202046711760787,False
1996-02-21,0.0116287391257476,0.009653869829179807,0.0158792028026438,False
1996-02-22,0.016602390678070275,0.010553194328419073,0.017358459967023825,False
1996-02-23,0.0003339586634633157,0.013221335587007105,0.021747161793431218,False
1996-02-26,-0.013078829243278389,0.009485045979712755,0.015601512281532011,False
1996-02-27,-0.004950391862822196,0.011153866981672304,0.018346478559337968,False
1996-02-28,-0.0038470892381047626,0.008919980453797773,0.014672062201765512,False
1996-02-29,-0.0067002822799535205,0.007599109076781983,0.012499422126544703,False
1996-03-01,0.006152119736840697,0.007813840064702872,0.01285262317084525,False
1996-03-04,0.009994262690645685,0.0077176336739490465,0.01269437774007791,False
1996-03-05,0.007651972181287778,0.009153079399959439,0.015055475848798093,False
1996-03-06,-0.005779255748248137,0.008771124004713738,0.01442721513159452,False
1996-03-07,0.0025307116564417644,0.0080083060208692,0.013172491204164022,False
1996-03-08,-0.03082693071238995,0.006943701226635262,0.011421372147098402,True
1996-03-11,0.01029205998421475,0.020479400810290004,0.03368561670059844,False
1996-03-12,-0.00457797085784923,0.015170133239588653,0.024952648680474494,False
1996-03-13,0.0022916086237840627,0.010974347537456419,0.018051195350411154,False
1996-03-14,0.0036332425708228695,0.00838302508543252,0.01378884921659886,False
1996-03-15,0.0008738090476524033,0.007306861464717406,0.012018717581872377,False
1996-03-18,0.017492214462132366,0.006454572540961374,0.0106168270544217,False
1996-03-19,-0.0014709598784908564,0.012611725868821685,0.020744443037449066,False
1996-03-20,-0.002623980718979913,0.009191721326377033,0.015119036161618466,False
1996-03-21,-0.001215388203187457,0.007519920631372455,0.012369168724900192,False
1996-03-22,0.0022027341696492756,0.006573473200267521,0.010812401235128338,False
1996-03-25,-0.0008914835148895139,0.0062629893098032925,0.010301700681788248,False
1996-03-26,0.004507404312292878,0.006000659228852446,0.009870206096677775,False
1996-03-27,-0.006217740754268087,0.006521490774824066,0.010726897754099936,False
1996-03-28,4.6276064861619096e-05,0.007244035947271429,0.011915378801636258,False
1996-03-29,-0.005300955387860242,0.006402443229878411,0.010531081968016408,False
1996-04-01,0.012749775367931766,0.006901924581909033,0.011352655681498602,False
1996-04-02,0.0023404617300861906,0.0102018299312835,0.01678051696401376,False
1996-04-03,0.0009461816539056263,0.007988869633604744,0.013140521192077247,False
1996-04-04,-3.052387608621337e-05,0.00677398841879493,0.011142219419582114,False
1996-04-08,-0.0177171885246207,0.006193152696485988,0.010186829675079272,True
1996-04-09,-0.0031820253815664228,0.012684698018304465,0.02086447154219226,False
1996-04-10,-0.013531823872897879,0.00940269853487838,0.015466062788226004,False
1996-04-11,-0.0036622052091555366,0.011340564308092134,0.01865356833384177,False
1996-04-12,0.00876141364005499,0.008764020671357165,0.014415531187959515,False
1996-04-15,0.009077865590750907,0.00902375592090383,0.014842757655223493,False
1996-04-16,0.003906691215531569,0.009248476947125646,0.015212390850256703,False
1996-04-17,-0.005255837209302422,0.007766506604517273,0.012774766557182805,False
1996-04-18,0.0031171584712790905,0.007428120882395447,0.012218171574842127,False
1996-04-19,0.00226848873390318,0.00677919336731285,0.011150780798029909,False
1996-04-22,0.0043716309383456265,0.006359355434232755,0.010460208851071306,False
1996-04-23,0.00569541421316693,0.006619744967897369,0.01088851151993975,False
1996-04-24,-0.0021640227803364264,0.0071065819209953935,0.011689287047977039,False
1996-04-25,0.004152778612666305,0.006486493696709604,0.01066933268323066,False
1996-04-26,0.0009037434780563988,0.006612720187132436,0.01087695678382001,False
1996-04-29,0.001071145864222518,0.006149628299253162,0.010115238412429981,False
1996-04-30,1.5302067404184722e-05,0.005965409681871526,0.009812225751477811,False
1996-05-01,0.0006268003892804663,0.005851028860835789,0.009624086043143493,False
1996-05-02,-0.017110225960350414,0.005818158384173999,0.009570018920386723,True
1996-05-03,-0.0027200099263265105,0.012273724771194495,0.020188480706103403,False
1996-05-06,-0.0012780060059689987,0.009122341229275478,0.015004916057262728,False
1996-05-07,-0.003979319935641982,0.0073443967445837805,0.01208045762309922,False
1996-05-08,0.010199620684366674,0.006921709346456279,0.01138519872322252,False
1996-05-09,0.001039102283322495,0.008987598619915793,0.014783284187552545,False
1996-05-10,0.010303087784137724,0.007262414543605131,0.011945608902474026,False
1996-05-13,0.014445832032330718,0.009141034578007357,0.015035663879724227,False
1996-05-14,0.006182772653735057,0.011700266257870176,0.019245225390555697,False
1996-05-15,-0.0002704221852315206,0.009489423758960907,0.015608713087606326,False
1996-05-16,-0.0008566123870073682,0.007486582436209386,0.012314332273670202,False
1996-05-17,0.006106636303766772,0.006535524503993029,0.01074998118442316,False
1996-05-20,0.0063387468734899454,0.007211215916578164,0.011861394655113783,False
1996-05-21,-0.00057938644595527,0.007541388384685908,0.012404480036800324,False
1996-05-22,0.008413063969126281,0.006548533497583477,0.010771379074713396,False
1996-05-23,-0.0035670868497987653,0.00809105521715391,0.013308601519800244,False
1996-05-24,0.0037130325443786474,0.007160706197604836,0.011778313560664205,False
1996-05-28,-0.009255618793302712,0.006784167566445608,0.011158962627514606,False
1996-05-29,-0.006396601056084984,0.008525055045371868,0.01402246771134087,False
1996-05-30,0.0056443325490850476,0.008089327996745537,0.01330576049504699,False
1996-05-31,-0.003841025686925249,0.00767582483811589,0.012625608324819125,False
1996-06-03,-0.002152083349414853,0.007033399328150121,0.011568912394705779,False
1996-06-04,0.0073088980517049835,0.006452911555322954,0.010614094976170031,False
1996-06-05,0.00874272037808569,0.0076173501500466,0.012529426022063497,False
1996-06-06,-0.00797413623025124,0.008589742322510257,0.014128868813759564,False
1996-06-07,0.000415982924886775,0.008657263350175491,0.014239931021010215,False
1996-06-10,-0.0017080171145773299,0.007074496462875337,0.011636511165815863,False
1996-06-11,-0.0017704148533105963,0.0064176575996830725,0.010556107379371385,False
1996-06-12,-0.0028764223190548234,0.00614233498987454,0.010103241986046075,False
1996-06-13,-0.0016740329977710498,0.006196840630043467,0.010192895785967248,False
1996-06-14,-0.003099184112896997,0.006039974181129713,0.00993487343852446,False
1996-06-17,-0.0010362739729225933,0.006199555799389072,0.010197361842113154,False
1996-06-18,-0.004660495408372945,0.005983589419627501,0.009842128759062754,False
1996-06-19,-0.00015100746201567568,0.0065581570519207145,0.010787208412969165,False
1996-06-20,0.00021142364394928493,0.006100236951832013,0.010033996875484284,False
1996-06-21,0.007159116707172323,0.005907879173636425,0.009717596486346944,False
1996-06-24,0.0030141397016049338,0.007379864181872208,0.012138796365961765,False
1996-06-25,-0.0005531823477257845,0.006739360013641398,0.01108526076176978,False
1996-06-26,-0.006118305891524071,0.006187890887961874,0.010178174770244058,False
